"title","obis","records","totalrecords","fraction","taxa","org_title","org_country","installation_title","node_title"
"Real Jardin Botanico, Madrid: MA-Funhist",,2268,17056,0.13,526,"Real Jardín Botánico (CSIC)","ES","TAPIR Installation","GBIF Spain"
"Herbario Nacional de Plantas Celulares - Museo Argentino de Ciencias Naturales 'Bernardino Rivadavia'",,2267,8245,0.27,990,"Museo Argentino de Ciencias Naturales","AR","TAPIR Installation","GBIF Argentina"
"(Table S3) Significant benthic foraminifera species in ODP Hole 164-997A",,2261,2493,0.91,24,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table 3) Distribution and abundance of selected planktonic foraminifera of the Pliocene DSDP Hole 41-366A",,2260,6093,0.37,25,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"NBM birds",,2256,7912,0.29,118,"New Brunswick Museum","CA","digir.nbm-mnb.ca Provider","Canada Biodiversity Information Facility"
"DMNS Egg Collection (Arctos)",,2254,6939,0.32,193,"Denver Museum of Nature & Science","US","IPT - Hosted by VertNet","U.S. Geological Survey"
"MfN - Fossil invertebrates Ia",,2252,5013,0.45,655,"Museum für Naturkunde Berlin","DE","BioCASe Installation Museum für Naturkunde Berlin","GBIF Germany"
"Species counts of benthic foraminifera of sediment core BOFS5K",,2250,2260,1.00,71,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Planktic foraminifera assemblage of sediment core ELT49.018-PC",,2246,2315,0.97,14,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Planktic foraminifera distribution of sediment core GIK17666-2",,2238,2330,0.96,27,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Live (Rose Bengal stained) benthic foraminifera of surface sediments of the Persian Gulf (Table 1)",,2237,2237,1.00,34,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"DUKE Bryophyte Collection",,2232,141056,0.02,5,"Duke University Herbarium","US","Duke University Herbarium","U.S. Geological Survey"
"Bay of Fundy Species List (OBIS Canada)",t,2225,2335,0.95,2217,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"(App 8) Relative contents of planktonic foraminifera species in sediments from Core GeoB3011-2",,2222,2222,1.00,25,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Bird Monitoring Data",,2219,26797,0.08,26,"Costa Rica Bird Observatories","CR","IPT for CRBio (Sistema Costarricense de Información sobre Biodiversidad)","Costa Rica Biodiversity Facility"
"Censos de aves del parque nacional Laguna
		Blanca",,2217,6387,0.35,17,"Administración de Parques Nacionales, Argentina","AR","IABIN - Species and Specimen Thematic Network","GBIF Argentina"
"MICROBIS database",t,2216,2286,0.97,608,"Marine Biology Laboratory","","International Census of Marine Microbes - ICoMM","Ocean Biogeographic Information System (OBIS)"
"Algae, Specimens, Agder naturmuseum (KMN)",,2213,2234,0.99,179,"Natural History Museum, University of Oslo","NO","gbif.no","GBIF Norway"
"Range table from planktonic foraminifers in ODP Hole 139-857A",,2210,2212,1.00,17,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"PRECIS",,2206,1033533,0.00,33,"South African National Biodiversity Institute","ZA","TAPIR Installation","South African Biodiversity Information Facility"
"Distribution of planktic foraminifera of sediment core M31/3_SL3011-1",,2202,2385,0.92,32,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Benthic foraminifers of sediment core Svanic90_9004",,2197,2197,1.00,11,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Appendix A) Planktic foraminifer abundance of ODP Hole 117-723B",,2192,2303,0.95,23,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"AIMS - Bioresources Library (OBIS Australia)",t,2184,2186,1.00,579,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Colección de Algas del Herbario Nacional, Museo Nacional de Historia Natural de Chile",,2179,2183,1.00,243,"Ministerio del Medio Ambiente de Chile","CL","GBIF Ministerio del Medio Ambiente de Chile","GBIF Chile"
"Arizona State University Lichen Collection",,2171,148103,0.01,92,"Arizona State University, Global Institute for Sustainability","US","Arizona State University, Global Institute for Sustainability","U.S. Geological Survey"
"Abundance of benthic infauna in surface sediments from the North Sea sampled with TYRO in 1986",,2170,2179,1.00,364,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Palaeobiology - Vertebrate Comparative Osteology Collection - Royal Ontario Museum",,2169,8922,0.24,651,"Royal Ontario Museum","CA","Vertebrate Collections of the Royal Ontario Museum","Canada Biodiversity Information Facility"
"HSU Wildlife Birds",,2168,8429,0.26,192,"Humboldt State University","US","IPT - Hosted by VertNet","U.S. Geological Survey"
"Foraminifera abundance of sediment core MD81-LC21",,2167,2167,1.00,15,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Stable isotopes, diversity and composition of foraminifera in sediment core GeoB3004-1",,2167,2167,1.00,7,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Michigan State University Herbarium Lichens",,2166,102890,0.02,108,"Michigan State University Herbarium","US","IPT - Hosted by VertNet","U.S. Geological Survey"
"Planktic foraminifera abundance of Hole 37-334",,2164,3486,0.62,26,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Botanical Museum, Copenhagen, Mycology Herbarium",,2156,45683,0.05,403,"Botanical Garden & Museum, Natural History Museum of Denmark","DK","DanBIF IPT at Aarhus University","DanBIF - Danish Biodiversity Information Facility"
"(Table T1) Census counts of planktic foraminifers at ODP Hole 175-1087A",,2154,2154,1.00,16,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Colección Ictiológica del CENPAT-CONICET",,2153,2324,0.93,211,"Centro Nacional Patagonico - CONICET","AR","IPT CENPAT-CONICET","GBIF Argentina"
"Base de datos sobre ictioplancton para la Bahía de Campeche, México",,2151,2151,1.00,108,"Comisión nacional para el conocimiento y uso de la biodiversidad","MX","CONABIO","Biodiversity Information System of Mexico"
"Yorkshire Naturalists' Union Marine and Coastal Section - Yorkshire Naturalists Union Marine and Coastal Section Records",,2138,2152,0.99,313,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"Marine Environmental Monitoring - Marine Turtles",,2134,2134,1.00,5,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"University of British Columbia Herbarium (UBC) - Vascular Plant Collection",,2132,318373,0.01,64,"University of British Columbia","CA","Canadensys repository","Canada Biodiversity Information Facility"
"Distribution of planktonic foraminifera in surface sediment samples A180-072 to V23-83",,2129,2213,0.96,22,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Benthos counted on dredged samples during Valdivia cruise VA53",,2115,2115,1.00,164,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table 2) Calcareous nannofossil abundance in ODP Hole 164-994C sediments",,2114,3637,0.58,19,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Planktonic foraminiferal abundances, and sea surface and export production reconstructions of sediment core SU92-03",,2109,2109,1.00,28,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Birds of Ireland",,2108,9728,0.22,114,"National Biodiversity Data Centre","IE","HTTP Installation","National Biodiversity Data Centre"
"Distribution of living benthic foraminifera in surface sediments of the Norwegian Sea (Table 2)",,2101,2101,1.00,151,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Seaweed (Plantae) Collection of the Seto Marine Biological Laboratory, Kyoto University",,2101,2277,0.92,328,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Ichthyology",,2090,6050,0.35,143,"Zoologisches Forschungsinstitut und Museum Alexander Koenig","DE","BioCASe Installation Zoologisches Forschungsinstitut und Museum Alexander Koenig","GBIF Germany"
"Elasmobranquios del Golfo de Tehuantepec, litoral chiapaneco",,2083,2083,1.00,20,"Comisión nacional para el conocimiento y uso de la biodiversidad","MX","CONABIO","Biodiversity Information System of Mexico"
"Especies de peces introducidas en aguas continentales de México. Catálogo y manuscrito",,2080,2970,0.70,31,"Comisión nacional para el conocimiento y uso de la biodiversidad","MX","CONABIO","Biodiversity Information System of Mexico"
"Northern Ireland Environment Agency - EHS Species Datasets",,2076,244005,0.01,62,"UK National Biodiversity Network","GB","HTTP Installation UK NBN","National Biodiversity Network"
"South Western Pacific Regional OBIS Data Asteroid Subset (South Western Paci fic OBIS)",t,2071,2071,1.00,119,"Ocean Biogeographic Information System","","DiGIR Installation","Ocean Biogeographic Information System (OBIS)"
"Naturalis Biodiversity Center (NL) - Mammalia",,2062,44273,0.05,98,"Naturalis Biodiversity Center","NL","Naturalis HTTP installation","Netherlands Biodiversity Information Facility"
"Relative abundances of benthic foraminifers of sediment core Svanic90_9004",,2062,2062,1.00,112,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"NCSM Invertebrates Collection",,2062,21197,0.10,428,"North Carolina State Museum of Natural Sciences","US","IPT - Hosted by VertNet","U.S. Geological Survey"
"MSB Bird Collection (Arctos)",,2062,30887,0.07,203,"Museum of Southwestern Biology","US","IPT - Hosted by VertNet","U.S. Geological Survey"
"Distribution of planktonic foraminifera in surface sediments of the Mediterranean Sea",,2058,2058,1.00,19,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Fungus Collections at Staatliches Museum für Naturkunde Karlsruhe (Herbarium KR)",,2057,59131,0.03,453,"Staatliche Naturwissenschaftliche Sammlungen Bayerns","DE","BioCASe Installation Staatliche Naturwissenschaftliche Sammlungen Bayerns","GBIF Germany"
"Dead benthic foraminifera of surface sediment of the Persian Gulf (Table 2)",,2051,2051,1.00,36,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Zooplankton abundance and population structures assessed during April-September of 2001-2, Southern Ocean, GLOBEC",,2051,2051,1.00,10,"Antarctic Biodiversity Information Facility (ANTABIF)","","Scientific Committee on Antarctic Research - Marine Biodiversity Information Network (SCAR-MarBIN)","Scientific Committee on Antarctic Research (SCAR)"
"(Table 5) Occurrence and estimated abundance of planktonic foraminifers at DSDP Site 85-574",,2046,5673,0.36,21,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Otter Survey of Ireland 1982",,2042,2165,0.94,1,"National Biodiversity Data Centre","IE","HTTP Installation","National Biodiversity Data Centre"
"(Appendix Table 2) Absolute abundances of benthic foraminifers in DSDP Site 94-610",,2042,2216,0.92,97,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Lichen field notes, Oslo (O)",,2040,76124,0.03,19,"Natural History Museum, University of Oslo","NO","gbif.no","GBIF Norway"
"Nematodes collection (IN) of the Muséum national d'Histoire naturelle (MNHN - Paris)",,2038,5609,0.36,355,"MNHN - Museum national d'Histoire naturelle","FR","MNHN - Collections","GBIF France"
"Universitat de València, Colecciones de Criptógamas: VAL_Algae",,2038,2049,0.99,425,"Department of Botany, Faculty of Biological Sciences, University of Valencia","ES","TAPIR Installation","GBIF Spain"
"Planktic foraminifera assemblage of sediment core ELT49.021-PC",,2031,2112,0.96,19,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Diversidad de peces de las lagunas costeras de Pueblo Viejo y el Mango, Veracruz",,2011,2107,0.95,70,"Comisión nacional para el conocimiento y uso de la biodiversidad","MX","CONABIO","Biodiversity Information System of Mexico"
"UPCB - Herbário do Departamento de Botânica",,2011,68986,0.03,202,"Universidade Federal do Paraná","BR","speciesLink Network / INCT-HVFF IPT","GBIF Brazil"
"National Whale and Dolphin Sightings and Strandings Database",,2008,2008,1.00,29,"Australian Antarctic Data Centre","AU","AADC IPT","Atlas of Living Australia"
"Planktic foraminifera abundance in counts of Hole PRAD1-2",,2003,2031,0.99,18,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Fig. 3a-e) Distribution of planktonic foraminifera in surface sediments",,2002,2124,0.94,21,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Table A2) Sea surface temperature reconstruction of DSDP Site 94-607 in the North Atlantic",,2000,2000,1.00,4,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Distribution of planktic foraminifers of core V19-29",,1994,2013,0.99,20,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Range table from benthic foraminifers in ODP Hole 154-926A",,1994,1994,1.00,35,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"(Appendix C) Distribution of benthic foraminifera in surface sediments from the Chatham Rise",,1992,2076,0.96,37,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Algae specimenｓ database of Shizuoka Prefecture Museum of Natural History",,1987,2011,0.99,251,"National Museum of Nature and Science, Japan","JP","Museum Node of Japan","GBIF Japan"
"Seabird 2000",,1985,1985,1.00,24,"National Biodiversity Data Centre","IE","HTTP Installation","National Biodiversity Data Centre"
"(Appendix B) Abundance of benthic foraminifera in sediment cores GIK17964-3 and GIK17964-2",,1983,2022,0.98,58,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
"Planktic foraminiferal species counts in GeoB1117-2",,1980,1984,1.00,26,"PANGAEA - Publishing Network for Geoscientific and Environmental Data","DE","PANGAEA DiGIR provider","GBIF Germany"
